sku,name,genus,kind,size,category,category_fix,tier_guess,tier_final,popular_rank,price,planned,has_culture,notes
S27-0013,1801S RETAIL ALYSSUM CLEAR CRYSTALS LAVENDER SHADES,Alyssum,straight,,color_annuals,,,,,11.72,16,,
S27-0014,1801S RETAIL ALYSSUM CLEAR CRYSTALS PURPLE SHADES,Alyssum,straight,,color_annuals,,,,,12.22,32,,
S27-0015,1801S RETAIL ALYSSUM CLEAR CRYSTALS WHITE,Alyssum,straight,,color_annuals,,,,,11.7,16,,
S27-0016,"4.5"" ANGELONIA ANGELFLARE BLACK",Angelonia,straight,"4.5""",color_annuals,,value,,,31.91,60,Y,
S27-0017,"4.5"" ANGELONIA ANGELFLARE ORCHID PINK",Angelonia,straight,"4.5""",color_annuals,,value,,,31.25,60,Y,
S27-0018,"4.5"" ANGELONIA ANGELISSA PURPLE",Angelonia,straight,"4.5""",color_annuals,,premium,,,33.01,80,Y,
S27-0019,"4.5"" ANGELONIA ANGELISSA ROSE",Angelonia,straight,"4.5""",color_annuals,,value,,,31.94,50,Y,
S27-0021,"4.5"" ANGELONIA ARCHANGEL BLUE BICOLOR",Angelonia,straight,"4.5""",color_annuals,,value,,,31.91,150,Y,
S27-0022,"4.5"" ANGELONIA ARCHANGEL CHERRY RED 26",Angelonia,straight,"4.5""",color_annuals,,value,,,31.76,150,Y,
S27-0023,"4.5"" ANGELONIA ARCHANGEL FUCHSIA",Angelonia,straight,"4.5""",color_annuals,,value,,,27.78,100,Y,
S27-0024,"4.5"" ANGELONIA ARCHANGEL LIGHT PINK",Angelonia,straight,"4.5""",color_annuals,,value,,,31.73,120,Y,
S27-0025,"4.5"" ANGELONIA ARCHANGEL PINK",Angelonia,straight,"4.5""",color_annuals,,,,,,100,Y,
S27-0026,"4.5"" ANGELONIA ARCHANGEL PURPLE",Angelonia,straight,"4.5""",color_annuals,,value,,,31.95,150,Y,
S27-0027,"4.5"" ANGELONIA ARCHANGEL RASPBERRY",Angelonia,straight,"4.5""",color_annuals,,value,,,30.66,140,Y,
S27-0028,"4.5"" ANGELONIA ARCHANGEL RUBY SANGRIA",Angelonia,straight,"4.5""",color_annuals,,value,,,31.85,50,Y,
S27-0029,"4.5"" ANGELONIA ARCHANGEL WHITE",Angelonia,straight,"4.5""",color_annuals,,value,,,31.73,200,Y,
S27-0030,"6.5"" ANGELONIA GUARDIAN ANGEL BERRY SPARKLER",Angelonia,straight,"6.5""",color_annuals,,premium,,,34.54,96,Y,
S27-0031,"6.5"" ANGELONIA GUARDIAN ANGEL BLUE",Angelonia,straight,"6.5""",color_annuals,,premium,,,33.49,96,Y,
S27-0032,"6.5"" ANGELONIA GUARDIAN ANGEL PINK",Angelonia,straight,"6.5""",color_annuals,,,,,,96,Y,
S27-0042,"4.5"" BACOPA MECACOPA BLUE",Bacopa,straight,"4.5""",color_annuals,,value,,,31.17,50,Y,
S27-0043,"4.5"" BACOPA MEGACOPA DARK PINK",Bacopa,straight,"4.5""",color_annuals,,standard,,,32.21,40,Y,
S27-0044,"4.5"" BACOPA MEGACOPA PLUM",Bacopa,straight,"4.5""",color_annuals,,standard,,,32.07,40,Y,
S27-0045,"4.5"" BACOPA MEGACOPA WHITE",Bacopa,straight,"4.5""",color_annuals,,value,,,31.72,50,Y,
S27-0048,"4.5"" BEGONIA BACHELORETTE RED",Begonia,straight,"4.5""",color_annuals,,premium,,,33.28,60,,
S27-0049,"4.5"" BEGONIA BACIO ORANGE",Begonia,straight,"4.5""",color_annuals,,value,,,32,60,,
S27-0050,"4.5"" BEGONIA BACIO PEACH",Begonia,straight,"4.5""",color_annuals,,premium,,,32.81,60,,
S27-0051,"4.5"" BEGONIA BACIO WHITE",Begonia,straight,"4.5""",color_annuals,,premium,,,34.03,30,,
S27-0052,"4.5"" BEGONIA BIG BRONZE LEAF DEEP ROSE",Begonia,straight,"4.5""",color_annuals,,value,,,31.88,160,,
S27-0053,"4.5"" BEGONIA BIG BRONZE LEAF PINK",Begonia,straight,"4.5""",color_annuals,,standard,,,32.32,160,,
S27-0054,"4.5"" BEGONIA BIG BRONZE LEAF RED",Begonia,straight,"4.5""",color_annuals,,value,,,29.07,416,,
S27-0056,"4.5"" BEGONIA BIG BRONZE LEAF WHITE",Begonia,straight,"4.5""",color_annuals,,value,,,30.05,112,,
S27-0057,"4.5"" BEGONIA BIG GREEN LEAF PINK",Begonia,straight,"4.5""",color_annuals,,value,,,31.77,144,,
S27-0061,"4.5"" BEGONIA BIG GREEN LEAF RED",Begonia,straight,"4.5""",color_annuals,,value,,,32.04,432,,
S27-0065,"4.5"" BEGONIA BIG GREEN LEAF ROSE",Begonia,straight,"4.5""",color_annuals,,value,,,31.64,144,,
S27-0066,"4.5"" BEGONIA BIG GREEN LEAF WHITE",Begonia,straight,"4.5""",color_annuals,,value,,,30.82,80,,
S27-0070,"4.5"" BEGONIA FIRST KISS DEL SOL",Begonia,straight,"4.5""",color_annuals,,premium,,,33.07,60,,
S27-0071,"4.5"" BEGONIA FIRST KISS HOT PINK",Begonia,straight,"4.5""",color_annuals,,premium,,,33.03,60,,
S27-0072,"4.5"" BEGONIA FIRST KISS LA LUNA",Begonia,straight,"4.5""",color_annuals,,premium,,,33.24,30,,
S27-0073,"4.5"" BEGONIA FIRST KISS SAFFRON",Begonia,straight,"4.5""",color_annuals,,premium,,,33.01,60,,
S27-0077,"4.5"" BEGONIA GROOVY MELLOW YELLOW",Begonia,straight,"4.5""",color_annuals,,standard,,,32.2,48,,
S27-0078,"4.5"" BEGONIA GROOVY ORANGE",Begonia,straight,"4.5""",color_annuals,,value,,,32.05,64,,
S27-0080,"4.5"" BEGONIA GROOVY RED",Begonia,straight,"4.5""",color_annuals,,value,,,31.98,64,,
S27-0082,"4.5"" BEGONIA GROOVY ROSE",Begonia,straight,"4.5""",color_annuals,,value,,,32.03,64,,
S27-0084,"4.5"" BEGONIA GROOVY WHITE",Begonia,straight,"4.5""",color_annuals,,standard,,,32.12,48,,
S27-0111,"4.5"" BEGONIA NONSTOP FLAME",Begonia,straight,"4.5""",color_annuals,,value,,,31.88,48,,
S27-0112,"4.5"" BEGONIA NONSTOP JOY MOCCA ROSE",Begonia,straight,"4.5""",color_annuals,,value,,,31.75,48,,
S27-0114,"4.5"" BEGONIA NONSTOP JOY MOCCA WHITE",Begonia,straight,"4.5""",color_annuals,,value,,,31.95,48,,
S27-0115,"4.5"" BEGONIA NONSTOP JOY ORANGE",Begonia,straight,"4.5""",color_annuals,,value,,,31.76,48,Y,
S27-0117,"4.5"" BEGONIA NONSTOP JOY RED",Begonia,straight,"4.5""",color_annuals,,value,,,31.79,48,Y,
S27-0119,"4.5"" BEGONIA NONSTOP JOY ROSE PICOTEE",Begonia,straight,"4.5""",color_annuals,,premium,,,33.45,48,Y,
S27-0126,"4.5"" BEGONIA REIGER CAMILLA",Begonia,straight,"4.5""",color_annuals,,premium,,,33.2,60,Y,
S27-0128,"4.5"" BEGONIA REIGER CARNEVAL",Begonia,straight,"4.5""",color_annuals,,premium,,,33.28,40,Y,
S27-0122,"4.5"" BEGONIA REIGER ORANGE BATIK",Begonia,straight,"4.5""",color_annuals,,value,,,31.45,700,Y,
S27-0143,"4.5"" BEGONIA REIGER PEGGY",Begonia,straight,"4.5""",color_annuals,,premium,,,32.61,70,Y,
S27-0138,"4.5"" BEGONIA REIGER PINK NETJA DARK",Begonia,straight,"4.5""",color_annuals,,standard,,,32.13,550,Y,
S27-0146,"4.5"" BEGONIA REIGER RED VERONICA",Begonia,straight,"4.5""",color_annuals,,standard,,,32.11,320,Y,
S27-0144,"4.5"" BEGONIA REIGER SANDRINE",Begonia,straight,"4.5""",color_annuals,,premium,,,32.63,70,Y,
S27-0130,"4.5"" BEGONIA REIGER WHITE CLARA",Begonia,straight,"4.5""",color_annuals,,premium,,,32.41,230,Y,
S27-0134,"4.5"" BEGONIA REIGER YELLOW NADINE",Begonia,straight,"4.5""",color_annuals,,value,,,31.74,700,Y,
S27-0058,"8"" GARDENS OF OLIVE BRANCH",Begonia,straight,"8.5""",color_annuals,,value,,,7.47,300,,
S27-0062,"8"" GARDENS OF OLIVE BRANCH",Begonia,straight,"8.5""",color_annuals,,value,,,7.47,300,,
S27-0069,"8"" GARDENS OF OLIVE BRANCH",Begonia,straight,"8.5""",color_annuals,,value,,,7.47,300,,
S27-0060,FIBER LG. BEGONIA BIG PINK,Begonia,straight,,color_annuals,,,,,17.44,44,,
S27-0046,"HB 10"" BEGONIA ADORA SATIN ROSE",Begonia,straight,hb,color_annuals,,standard,,,16.67,94,,
S27-0047,"HB 10"" BEGONIA ADORA VELVET RED",Begonia,straight,hb,color_annuals,,standard,,,16.66,86,Y,
S27-0074,"HB 10"" BEGONIA FLORENCIO ORANGE",Begonia,straight,hb,color_annuals,,value,,,15.22,96,Y,
S27-0075,"HB 10"" BEGONIA FRAGRANT FALLS LEMON",Begonia,straight,hb,color_annuals,,value,,,15.42,93,,
S27-0076,"HB 10"" BEGONIA FRAGRANT FALLS PEACH",Begonia,straight,hb,color_annuals,,standard,,,17.98,96,,
S27-0079,"HB 10"" BEGONIA GROOVY ORANGE",Begonia,straight,hb,color_annuals,,standard,,,17,136,,
S27-0081,"HB 10"" BEGONIA GROOVY RED",Begonia,straight,hb,color_annuals,,standard,,,16.7,217,,
S27-0083,"HB 10"" BEGONIA GROOVY ROSE",Begonia,straight,hb,color_annuals,,value,,,16.12,178,,
S27-0085,"HB 10"" BEGONIA GROOVY WHITE",Begonia,straight,hb,color_annuals,,standard,,,16.67,89,,
S27-0086,"HB 10"" BEGONIA GROOVY YELLOW",Begonia,straight,hb,color_annuals,,value,,,13.39,169,,
S27-0089,"HB 10"" BEGONIA ICANDY CORAL PINK",Begonia,straight,hb,color_annuals,,standard,,,18.17,93,Y,
S27-0090,"HB 10"" BEGONIA ICANDY LEMON YELLOW",Begonia,straight,hb,color_annuals,,standard,,,18.18,93,Y,
S27-0091,"HB 10"" BEGONIA ICANDY SUNSET",Begonia,straight,hb,color_annuals,,standard,,,18.16,131,Y,
S27-0092,"HB 10"" BEGONIA ICANDY VANILLA CREAM",Begonia,straight,hb,color_annuals,,standard,,,18.17,46,Y,
S27-0113,"HB 10"" BEGONIA NONSTOP JOY MOCCA ROSE",Begonia,straight,hb,color_annuals,,standard,,,16.68,87,,
S27-0116,"HB 10"" BEGONIA NONSTOP JOY ORANGE",Begonia,straight,hb,color_annuals,,value,,,15.67,144,Y,
S27-0120,"HB 10"" BEGONIA NONSTOP JOY YELLOW",Begonia,straight,hb,color_annuals,,value,,,16.6,130,,
S27-0118,"HB 10"" NONSTOP JOY RED",Begonia,straight,hb,color_annuals,,value,,,16.19,86,Y,
S27-0152,"HB 10"" VIKING BEGONIA RED ON GREEN (4PPP)",Begonia,straight,hb,color_annuals,,premium,,,18.76,426,,
S27-0153,"HB 10"" VIKING EXPLORER ROSE ON GREEN  (4PPP)",Begonia,straight,hb,color_annuals,,standard,,,18.32,86,,
S27-0150,"POT 13"" FANCY BOY SHADE COMBO RED WHISPER",Begonia,straight,planter,color_annuals,,value,,,29.57,68,,
S27-0101,"POT 13"" FANCY BOY SHADE COMBO TANGERINE DREAM",Begonia,straight,planter,color_annuals,,value,,,30.07,68,,
S27-0156,"4.5"" BIDENS BEE PINK BUZZ",Bidens,straight,"4.5""",color_annuals,,premium,,,32.42,30,Y,
S27-0157,"4.5"" BIDENS BEE POPSTAR RED",Bidens,straight,"4.5""",color_annuals,,standard,,,32.17,30,Y,
S27-0158,"4.5"" BIDENS BEE SPICY ELECTRIC WHITE",Bidens,straight,"4.5""",color_annuals,,premium,,,32.79,30,Y,
S27-0159,"4.5"" BIDENS BEE SUPER STAR",Bidens,straight,"4.5""",color_annuals,,standard,,,32.22,30,Y,
S27-0160,"4.5"" BIDENS BEE SWEETIE",Bidens,straight,"4.5""",color_annuals,,standard,,,32.15,30,Y,
S27-0161,"4.5"" BIDENS BEE TIGER",Bidens,straight,"4.5""",color_annuals,,value,,,32.05,30,Y,
S27-0162,"4.5"" BIDENS MINI BEE CROWN",Bidens,straight,"4.5""",color_annuals,,standard,,,32.16,10,Y,
S27-0163,"4.5"" BIDENS MINI BEE ROYAL BROCADE",Bidens,straight,"4.5""",color_annuals,,standard,,,32.2,10,Y,
S27-0164,"4.5"" BIDENS MINI BEE SUN",Bidens,straight,"4.5""",color_annuals,,standard,,,32.25,10,Y,
S27-0185,"4.5"" CALIBRACHOA BUMBLE BEE HOT PINK",Calibrachoa,straight,"4.5""",color_annuals,,premium,,,32.53,20,Y,
S27-0186,"4.5"" CALIBRACHOA BUMBLE BEE ORANGE",Calibrachoa,straight,"4.5""",color_annuals,,,,,,20,Y,
S27-0187,"4.5"" CALIBRACHOA BUMBLE BEE PINK",Calibrachoa,straight,"4.5""",color_annuals,,,,,,20,Y,
S27-0188,"4.5"" CALIBRACHOA CABARET BRIGHT ORANGE",Calibrachoa,straight,"4.5""",color_annuals,,value,,,31.96,30,Y,
S27-0189,"4.5"" CALIBRACHOA CABARET BRIGHT RED",Calibrachoa,straight,"4.5""",color_annuals,,standard,,,32.24,30,Y,
S27-0193,"4.5"" CALIBRACHOA CABARET BRIGHT WHITE",Calibrachoa,straight,"4.5""",color_annuals,,premium,,,32.36,40,Y,
S27-0195,"4.5"" CALIBRACHOA CABARET DEEP YELLOW",Calibrachoa,straight,"4.5""",color_annuals,,standard,,,32.21,40,Y,
S27-0196,"4.5"" CALIBRACHOA CABARET GOODNIGHT KISS",Calibrachoa,straight,"4.5""",color_annuals,,,,,,20,Y,
S27-0197,"4.5"" CALIBRACHOA CABARET HOT PINK 26",Calibrachoa,straight,"4.5""",color_annuals,,value,,,31.91,30,Y,
S27-0198,"4.5"" CALIBRACHOA CABARET LAVENDER",Calibrachoa,straight,"4.5""",color_annuals,,standard,,,32.32,30,Y,
S27-0199,"4.5"" CALIBRACHOA CABARET LAVENDER KISS",Calibrachoa,straight,"4.5""",color_annuals,,value,,,31.89,20,Y,
S27-0200,"4.5"" CALIBRACHOA CABARET LEMON YELLOW",Calibrachoa,straight,"4.5""",color_annuals,,premium,,,32.39,20,Y,
S27-0201,"4.5"" CALIBRACHOA CABARET LIGHT PINK",Calibrachoa,straight,"4.5""",color_annuals,,value,,,32.03,30,Y,
S27-0203,"4.5"" CALIBRACHOA CABARET MIDNIGHT KISS",Calibrachoa,straight,"4.5""",color_annuals,,premium,,,32.36,30,Y,
S27-0204,"4.5"" CALIBRACHOA CABARET NEON ROSE",Calibrachoa,straight,"4.5""",color_annuals,,standard,,,32.27,30,Y,
S27-0206,"4.5"" CALIBRACHOA CABARET STRAWBERRY PARFAIT",Calibrachoa,straight,"4.5""",color_annuals,,standard,,,32.29,20,Y,
S27-0208,"4.5"" CALIBRACHOA CHA-CHA DIVA APRICOT",Calibrachoa,straight,"4.5""",color_annuals,,premium,,,32.38,20,Y,
S27-0209,"4.5"" CALIBRACHOA CHA-CHA DIVA HOT PINK",Calibrachoa,straight,"4.5""",color_annuals,,standard,,,32.28,20,Y,
S27-0210,"4.5"" CALIBRACHOA CHA-CHA DIVA LAVENDER",Calibrachoa,straight,"4.5""",color_annuals,,premium,,,32.51,20,Y,
S27-0211,"4.5"" CALIBRACHOA CHA-CHA FUCHSIA",Calibrachoa,straight,"4.5""",color_annuals,,premium,,,32.75,20,Y,
S27-0212,"4.5"" CALIBRACHOA LIA ABSTRACT LEMON CHERRY",Calibrachoa,straight,"4.5""",color_annuals,,premium,,,32.34,30,Y,
S27-0213,"4.5"" CALIBRACHOA LIA CHILI PEPPER",Calibrachoa,straight,"4.5""",color_annuals,,premium,,,32.62,30,Y,
S27-0214,"4.5"" CALIBRACHOA LIA MELON",Calibrachoa,straight,"4.5""",color_annuals,,standard,,,32.22,20,Y,
S27-0215,"4.5"" CALIBRACHOA LIA SKY BLUE",Calibrachoa,straight,"4.5""",color_annuals,,premium,,,32.36,20,Y,
S27-0216,"4.5"" CALIBRACHOA MINIFAMOUS EVO DOUBLE BLUE",Calibrachoa,straight,"4.5""",color_annuals,,,,,,30,Y,
S27-0217,"4.5"" CALIBRACHOA MINIFAMOUS EVO DOUBLE LIGHT BLUE",Calibrachoa,straight,"4.5""",color_annuals,,standard,,,32.19,30,Y,
S27-0218,"4.5"" CALIBRACHOA MINIFAMOUS EVO DOUBLE MAGENTA",Calibrachoa,straight,"4.5""",color_annuals,,standard,,,32.1,30,Y,
S27-0219,"4.5"" CALIBRACHOA MINIFAMOUS EVO DOUBLE RED",Calibrachoa,straight,"4.5""",color_annuals,,standard,,,32.19,30,Y,
S27-0220,"4.5"" CALIBRACHOA MINIFAMOUS EVO DOUBLE WHITE",Calibrachoa,straight,"4.5""",color_annuals,,standard,,,32.19,30,Y,
S27-0221,"4.5"" CALIBRACHOA MINIFAMOUS EVO DOUBLE YELLOW",Calibrachoa,straight,"4.5""",color_annuals,,,,,,30,Y,
S27-0224,"4.5"" CALIBRACHOA MINIFAMOUS NEO CORAL FLASH",Calibrachoa,straight,"4.5""",color_annuals,,standard,,,32.27,20,Y,
S27-0225,"4.5"" CALIBRACHOA MINIFAMOUS NEO DARK BLUE",Calibrachoa,straight,"4.5""",color_annuals,,premium,,,32.38,30,Y,
S27-0228,"4.5"" CALIBRACHOA MINIFAMOUS NEO DEEP ORANGE",Calibrachoa,straight,"4.5""",color_annuals,,value,,,31.91,20,Y,
S27-0229,"4.5"" CALIBRACHOA MINIFAMOUS NEO DEEP YELLOW",Calibrachoa,straight,"4.5""",color_annuals,,value,,,31.82,30,Y,
S27-0231,"4.5"" CALIBRACHOA MINIFAMOUS NEO DOUBLE PURPLE",Calibrachoa,straight,"4.5""",color_annuals,,standard,,,32.12,20,Y,
S27-0232,"4.5"" CALIBRACHOA MINIFAMOUS NEO LIGHT BLUE",Calibrachoa,straight,"4.5""",color_annuals,,,,,,30,Y,
S27-0234,"4.5"" CALIBRACHOA MINIFAMOUS NEO MAGENTA STAR",Calibrachoa,straight,"4.5""",color_annuals,,standard,,,32.25,20,Y,
S27-0235,"4.5"" CALIBRACHOA MINIFAMOUS NEO PINK",Calibrachoa,straight,"4.5""",color_annuals,,,,,,30,Y,
S27-0237,"4.5"" CALIBRACHOA MINIFAMOUS NEO RED HAWAII",Calibrachoa,straight,"4.5""",color_annuals,,premium,,,32.33,20,Y,
S27-0238,"4.5"" CALIBRACHOA MINIFAMOUS NEO ROSE FLASH",Calibrachoa,straight,"4.5""",color_annuals,,standard,,,32.17,20,Y,
S27-0240,"4.5"" CALIBRACHOA MINIFAMOUS NEO SALMON PINK+EYE",Calibrachoa,straight,"4.5""",color_annuals,,value,,,31.84,30,Y,
S27-0247,"4.5"" CALIBRACHOA MINIFAMOUS UNO DARK BLUE",Calibrachoa,straight,"4.5""",color_annuals,,standard,,,32.2,50,Y,
S27-0248,"4.5"" CALIBRACHOA MINIFAMOUS UNO DOUBLE LIGHT PINK 26",Calibrachoa,straight,"4.5""",color_annuals,,standard,,,32.24,30,Y,
S27-0249,"4.5"" CALIBRACHOA MINIFAMOUS UNO EMBER ECLIPSE",Calibrachoa,straight,"4.5""",color_annuals,,value,,,31.92,20,Y,
S27-0250,"4.5"" CALIBRACHOA MINIFAMOUS UNO FUNTOPIA BLUE",Calibrachoa,straight,"4.5""",color_annuals,,premium,,,32.47,20,Y,
S27-0251,"4.5"" CALIBRACHOA MINIFAMOUS UNO FUNTOPIA PINK",Calibrachoa,straight,"4.5""",color_annuals,,standard,,,32.3,20,Y,
S27-0252,"4.5"" CALIBRACHOA MINIFAMOUS UNO PINK",Calibrachoa,straight,"4.5""",color_annuals,,,,,,20,Y,
S27-0253,"4.5"" CALIBRACHOA MINIFAMOUS UNO PINK STARFRUIT",Calibrachoa,straight,"4.5""",color_annuals,,standard,,,32.2,20,Y,
S27-0255,"4.5"" CALIBRACHOA MINIFAMOUS UNO RED",Calibrachoa,straight,"4.5""",color_annuals,,,,,,20,Y,
S27-0256,"4.5"" CALIBRACHOA MINIFAMOUS UNO WHITE",Calibrachoa,straight,"4.5""",color_annuals,,,,,,20,Y,
S27-0259,"4.5"" CALIBRACHOA MINIFAMOUS UNO WHITE GOLD",Calibrachoa,straight,"4.5""",color_annuals,,premium,,,32.53,20,Y,
S27-0260,"4.5"" CALIBRACHOA MINIFAMOUS UNO YELLOW",Calibrachoa,straight,"4.5""",color_annuals,,,,,,30,Y,
S27-0262,"4.5"" CALIBRACHOA MINIFAMOUS UNO YELLOW+RED VEIN",Calibrachoa,straight,"4.5""",color_annuals,,standard,,,32.09,20,Y,
S27-0283,"6.5"" CELOSIA FLAMMA bright red",Celosia,straight,"6.5""",color_annuals,,premium,,,33.82,160,,
S27-0284,"6.5"" CELOSIA FLAMMA orange",Celosia,straight,"6.5""",color_annuals,,standard,,,32.25,160,,
S27-0285,"6.5"" CELOSIA FLAMMA pink",Celosia,straight,"6.5""",color_annuals,,premium,,,33.81,160,,
S27-0286,"8"" GARDENS OF OLIVE BRANCH",Celosia,straight,"8.5""",color_annuals,,value,,,7.47,250,,
S27-0288,"4.5"" COLEUS BURGUNDY WEDDING TRAIN",Coleus,straight,"4.5""",color_annuals,,value,,,31.6,50,Y,
S27-0290,"4.5"" COLEUS CHARGEDUP CAMPFIRE",Coleus,straight,"4.5""",color_annuals,,premium,,,32.6,30,Y,
S27-0291,"4.5"" COLEUS CHARGEDUP ELECTRIC LIME",Coleus,straight,"4.5""",color_annuals,,premium,,,32.71,20,Y,
S27-0292,"4.5"" COLEUS CHARGEDUP INFERNO",Coleus,straight,"4.5""",color_annuals,,premium,,,33.08,20,Y,
S27-0293,"4.5"" COLEUS CHARGEDUP MARBLEMANIA",Coleus,straight,"4.5""",color_annuals,,standard,,,32.18,30,Y,
S27-0294,"4.5"" COLEUS CHARGEDUP VULCAN",Coleus,straight,"4.5""",color_annuals,,standard,,,32.31,30,Y,
S27-0295,"4.5"" COLEUS DOWN TOWN GREENVILLE",Coleus,straight,"4.5""",color_annuals,,standard,,,32.17,30,Y,
S27-0296,"4.5"" COLEUS DOWN TOWN SANTA MONICA",Coleus,straight,"4.5""",color_annuals,,standard,,,32.23,40,Y,
S27-0297,"4.5"" COLEUS DOWN TOWN VEGAS NEON",Coleus,straight,"4.5""",color_annuals,,value,,,32.04,40,Y,
S27-0299,"4.5"" COLEUS FLAMETHROWER ADOBO PINK",Coleus,straight,"4.5""",color_annuals,,premium,,,32.78,20,Y,
S27-0300,"4.5"" COLEUS FLAMETHROWER CHILI PEPP",Coleus,straight,"4.5""",color_annuals,,standard,,,32.27,20,Y,
S27-0301,"4.5"" COLEUS GREAT FALLS ANGEL",Coleus,straight,"4.5""",color_annuals,,value,,,31.36,30,Y,
S27-0302,"4.5"" COLEUS GREAT FALLS IGUAZU",Coleus,straight,"4.5""",color_annuals,,value,,,31.72,30,Y,
S27-0303,"4.5"" COLEUS GREAT FALLS NIAGARA",Coleus,straight,"4.5""",color_annuals,,standard,,,32.11,20,Y,
S27-0304,"4.5"" COLEUS GREAT FALLS ROSE GOLD",Coleus,straight,"4.5""",color_annuals,,value,,,29.52,30,Y,
S27-0305,"4.5"" COLEUS IGNITE COPPERHEAD",Coleus,straight,"4.5""",color_annuals,,standard,,,32.31,30,Y,
S27-0306,"4.5"" COLEUS IGNITE HEARTBREAKER",Coleus,straight,"4.5""",color_annuals,,value,,,31.88,30,Y,
S27-0307,"4.5"" COLEUS IGNITE RUBBY SLIPPER",Coleus,straight,"4.5""",color_annuals,,standard,,,32.32,20,Y,
S27-0308,"4.5"" COLEUS IGNITE SPECIAL EFFECTS",Coleus,straight,"4.5""",color_annuals,,standard,,,32.07,30,Y,
S27-0309,"4.5"" COLEUS KONG JR GREEN HALO",Coleus,straight,"4.5""",color_annuals,,value,,,32.03,72,,
S27-0310,"4.5"" COLEUS KONG JR LIME VEIN",Coleus,straight,"4.5""",color_annuals,,value,,,32.01,72,,
S27-0311,"4.5"" COLEUS KONG JR ROSE",Coleus,straight,"4.5""",color_annuals,,value,,,31.98,72,,
S27-0312,"4.5"" COLEUS KONG JR SCARLET",Coleus,straight,"4.5""",color_annuals,,value,,,32.05,72,,
S27-0313,"4.5"" COLEUS KONG MOSAIC",Coleus,straight,"4.5""",color_annuals,,value,,,31.98,72,,
S27-0314,"4.5"" COLEUS MAIN STREET ALLIGATOR ALLEY",Coleus,straight,"4.5""",color_annuals,,premium,,,32.42,60,Y,
S27-0316,"4.5"" COLEUS MAIN STREET BEALE STREET",Coleus,straight,"4.5""",color_annuals,,standard,,,32.12,100,Y,
S27-0318,"4.5"" COLEUS MAIN STREET BOURBON STREET",Coleus,straight,"4.5""",color_annuals,,value,,,31.63,50,Y,
S27-0320,"4.5"" COLEUS MAIN STREET BROAD STREET",Coleus,straight,"4.5""",color_annuals,,value,,,31.77,50,Y,
S27-0322,"4.5"" COLEUS MAIN STREET FRANKLIN STREET",Coleus,straight,"4.5""",color_annuals,,standard,,,32.11,40,Y,
S27-0323,"4.5"" COLEUS MAIN STREET LA RAMBLA",Coleus,straight,"4.5""",color_annuals,,premium,,,32.42,50,Y,
S27-0325,"4.5"" COLEUS MAIN STREET OCEAN DRIVE",Coleus,straight,"4.5""",color_annuals,,standard,,,32.07,50,Y,
S27-0326,"4.5"" COLEUS MAIN STREET OXFORD STREET",Coleus,straight,"4.5""",color_annuals,,value,,,30.69,50,Y,
S27-0327,"4.5"" COLEUS MAIN STREET PORTAGE AVENUE",Coleus,straight,"4.5""",color_annuals,,value,,,31.1,40,Y,
S27-0328,"4.5"" COLEUS MAIN STREET RIVER WALK",Coleus,straight,"4.5""",color_annuals,,value,,,31.96,50,Y,
S27-0330,"4.5"" COLEUS MAIN STREET RUBY ROAD",Coleus,straight,"4.5""",color_annuals,,value,,,31.91,40,Y,
S27-0331,"4.5"" COLEUS MAIN STREET VENICE BOULEVARD",Coleus,straight,"4.5""",color_annuals,,standard,,,32.17,40,Y,
S27-0333,"4.5"" COLEUS MICROBLAZE MATCHSTICKS",Coleus,straight,"4.5""",color_annuals,,premium,,,32.66,10,Y,
S27-0334,"4.5"" COLEUS MICROBLAZE SPITFIRE",Coleus,straight,"4.5""",color_annuals,,,,,,20,Y,
S27-0335,"4.5"" COLEUS PARTYTIME LIME",Coleus,straight,"4.5""",color_annuals,,value,,,31.93,30,Y,
S27-0336,"4.5"" COLEUS RUBY PUNCH",Coleus,straight,"4.5""",color_annuals,,standard,,,32.21,30,Y,
S27-0337,"4.5"" COLEUS SEED BLACK DRAGON",Coleus,straight,"4.5""",color_annuals,,premium,,,32.48,16,,
S27-0338,"4.5"" COLEUS SEED CHOCOLATE COVERED CHERRY",Coleus,straight,"4.5""",color_annuals,,standard,,,32.25,28,,
S27-0339,"4.5"" COLEUS SEED SWEET PAPRIKA",Coleus,straight,"4.5""",color_annuals,,value,,,31.98,28,,
S27-0340,"4.5"" COLEUS STAINED GLASSWORKS GOLDEN GATE",Coleus,straight,"4.5""",color_annuals,,value,,,31.92,20,Y,
S27-0341,"4.5"" COLEUS STAINED GLASSWORKS LE FREAK",Coleus,straight,"4.5""",color_annuals,,standard,,,32.09,30,Y,
S27-0342,"4.5"" COLEUS STAINED GLASSWORKS PRESIDIO",Coleus,straight,"4.5""",color_annuals,,value,,,31.99,40,Y,
S27-0343,"4.5"" COLEUS TRAILBLAZER GLORY ROAD",Coleus,straight,"4.5""",color_annuals,,standard,,,32.06,30,Y,
S27-0344,"4.5"" COLEUS TRAILBLAZER ROAD TRIP",Coleus,straight,"4.5""",color_annuals,,value,,,31.95,20,Y,
S27-0346,"4.5"" COLEUS VOLCANICA LIMEWIRE",Coleus,straight,"4.5""",color_annuals,,standard,,,32.17,20,Y,
