sku,name,genus,kind,size,category,category_fix,tier_guess,tier_final,popular_rank,price,planned,has_culture,notes
S27-0529,"POT 10"" PATRIOTIC PELARGONIUMS",Geranium,combo,planter,combos,,,,,,160,Y,
S27-0531,"POT 11"" FANCY BOY GERANIUM ROSEY ROMANCE",Geranium,combo,,combos,,,,,24.3,85,Y,
S27-0533,"POT 11"" FANCY BOY GERANIUM SUPER SALMON",Geranium,combo,,combos,,,,,24.17,85,Y,
S27-0541,"POT 13"" GERANIUM EMPRESS AMETHYST CHARME",Geranium,combo,planter,combos,,premium,,,30.36,60,Y,
S27-0539,"POT 13"" GERANIUM EMPRESS BURGUNDY SIZZLE",Geranium,combo,planter,combos,,premium,,,30.23,60,Y,
S27-0538,"POT 13"" GERANIUM EMPRESS LILAC BLUES",Geranium,combo,planter,combos,,standard,,,30.15,60,Y,
S27-0540,"POT 13"" GERANIUM EMPRESS PEACH FLAIR",Geranium,combo,planter,combos,,standard,,,30.21,60,Y,
S27-0525,"POT 13"" GERANIUM MOJO CRANBERRY SPLASH",Geranium,combo,planter,combos,,standard,,,30.17,60,Y,
S27-0528,"POT 13"" GERANIUM MOJO CRIMSON SONATA",Geranium,combo,planter,combos,,standard,,,30.17,60,Y,
S27-0526,"POT 13"" GERANIUM MOJO ROSE GOLD",Geranium,combo,planter,combos,,standard,,,30.14,60,Y,
S27-0481,"POT 14"" FANCY BOY TALL MONARCH MAGIC DEEP RED",Geranium,combo,planter,combos,,premium,,,46.18,50,Y,
S27-0482,"POT 14"" FANCY BOY TALL MONARCH MAGIC DEEP ROSE",Geranium,combo,planter,combos,,premium,,,45.97,50,Y,
S27-0486,"POT 14"" FANCY BOY TALL MONARCH MAGIC HOT ROSE",Geranium,combo,planter,combos,,premium,,,46.03,50,Y,
S27-0489,"POT 14"" FANCY BOY TALL MONARCH MAGIC PINK FLAME",Geranium,combo,planter,combos,,premium,,,46.16,50,Y,
S27-0601,"HB 10"" BUZZ BASKETS MONARCH MEDLEY",Lantana,combo,hb,combos,,standard,,,17.92,297,Y,
S27-0612,"HB 10"" LANTANA COMBO KETCHUP & MUSTARD",Lantana,combo,hb,combos,,standard,,,16.69,170,Y,
S27-0590,"HB 14"" SUNPATIENS COMBO HOT PINK",Lantana,combo,hb,combos,,premium,,,28.97,439,Y,
S27-0598,"HB 14"" SUNPATIENS COMBO LAVENDER",Lantana,combo,hb,combos,,premium,,,29.11,64,Y,
S27-0599,"HB 14"" SUNPATIENS COMBO ORANGE",Lantana,combo,hb,combos,,premium,,,25.56,124,Y,
S27-0614,"HB 14"" SUNPATIENS COMBO ORCHID BLUSH",Lantana,combo,hb,combos,,premium,,,29.26,64,Y,
S27-0648,"HB 16"" SHADE BASKET COLORFALL FLAMINGO",New Guinea Impatiens,combo,hb,combos,,premium,,,37.87,47,Y,
S27-0649,"HB 16"" SHADE BASKET COLORFALL NEON RED",New Guinea Impatiens,combo,hb,combos,,premium,,,37.19,44,Y,
S27-0650,"HB 16"" SHADE BASKET COLORFALL ORANGE",New Guinea Impatiens,combo,hb,combos,,premium,,,37.46,41,Y,
S27-0680,"POT 13"" FANCY BOY SHADE COMBO HOT MAGENTA",New Guinea Impatiens,combo,planter,combos,,value,,,10,70,Y,
S27-0681,"POT 13"" FANCY BOY SHADE COMBO HOT PINK",New Guinea Impatiens,combo,planter,combos,,standard,,,30.08,70,Y,
S27-0679,"POT 13"" FANCY BOY SHADE COMBO LIGHT PINK",New Guinea Impatiens,combo,planter,combos,,value,,,30.06,70,Y,
S27-0682,"POT 13"" FANCY BOY SHADE COMBO ORANGE",New Guinea Impatiens,combo,planter,combos,,standard,,,30.14,70,Y,
S27-0683,"POT 13"" FANCY BOY SHADE COMBO SALMON PINK",New Guinea Impatiens,combo,planter,combos,,standard,,,30.22,70,Y,
S27-0678,"POT 13"" FANCY BOY SHADE COMBO VIOLET",New Guinea Impatiens,combo,planter,combos,,standard,,,30.16,70,Y,
S27-0684,"POT 13"" FANCY BOY SHADE COMBO WHITE",New Guinea Impatiens,combo,planter,combos,,standard,,,30.1,70,Y,
S27-0768,"HB 10"" CALIBRACHOA MIX STARS AND STRIPES",Petchoa,combo,hb,combos,,standard,,,17.11,50,Y,
S27-0832,"8"" BLOOM BUDDIES CHECKERED FLAG #1",Petunia,combo,hb,combos,,value,,,11.58,700,Y,
S27-0770,"8"" BLOOM BUDDIES CHECKERED FLAG #2",Petunia,combo,hb,combos,,,,,,100,Y,
S27-0805,"HB 10"" EASY WAVE PETUNIA COOL WATERS",Petunia,combo,hb,combos,,value,,,11.32,300,Y,
S27-0806,"HB 10"" EASY WAVE PETUNIA HOOSIER BOY TRINITY",Petunia,combo,hb,combos,,value,,,11.24,150,Y,
S27-0807,"HB 10"" EASY WAVE PETUNIA PINK COSMO",Petunia,combo,hb,combos,,value,,,10.3,300,Y,
S27-0772,"HB 10"" SUN COMBO SPRING SYMPHONY",Petunia,combo,hb,combos,,value,,,13.09,99,Y,
S27-0844,"HB 10"" PORTULACA CLASSIC MIX",Portulaca,combo,hb,combos,,value,,,16.63,232,Y,
S27-0845,"HB 10"" PORTULACA CLASSIC MIX",Portulaca,combo,hb,combos,,value,,,16.63,250,Y,
S27-0879,"HB 10"" BUZZ BASKETS PASSION PROJECT",Scaevola,combo,hb,combos,,standard,,,17.3,181,Y,
S27-0881,"HB 10"" SCAEVOLA MIX BASKET",Scaevola,combo,hb,combos,,value,,,15.99,244,Y,
S27-0874,"HB 16"" SUNPATIENS BESTIES",Scaevola,combo,hb,combos,,premium,,,38.27,150,Y,
S27-0877,"HB 16"" SUNPATIENS HAPPY DAYS",Scaevola,combo,hb,combos,,premium,,,38.81,100,Y,
S27-0901,FIBER LG. SUNPATIENS COMBO HOT PINK,Sunpatiens,combo,,combos,,,,,28.83,100,Y,
S27-0905,FIBER LG. SUNPATIENS COMBO LILAC,Sunpatiens,combo,,combos,,,,,28.8,100,Y,
S27-0908,FIBER LG. SUNPATIENS COMBO ORANGE,Sunpatiens,combo,,combos,,,,,28.91,100,Y,
S27-0910,FIBER LG. SUNPATIENS COMBO ORCHID BLUSH,Sunpatiens,combo,,combos,,,,,28.86,100,Y,
S27-0913,FIBER LG. SUNPATIENS COMBO PINK FLASH,Sunpatiens,combo,,combos,,,,,28.85,100,Y,
S27-0921,FIBER LG. SUNPATIENS COMBO TROPICAL ROSE,Sunpatiens,combo,,combos,,,,,28.85,100,Y,
S27-0911,"POT 14"" FANCY BOY TALL SUNPATIENS BLUSH PINK",Sunpatiens,combo,planter,combos,,premium,,,45.99,60,Y,
S27-0899,"POT 14"" FANCY BOY TALL SUNPATIENS HOT PINK",Sunpatiens,combo,planter,combos,,premium,,,46,60,Y,
S27-0903,"POT 14"" FANCY BOY TALL SUNPATIENS LILAC",Sunpatiens,combo,planter,combos,,premium,,,45.88,60,Y,
S27-0907,"POT 14"" FANCY BOY TALL SUNPATIENS ORANGE",Sunpatiens,combo,planter,combos,,premium,,,46.11,60,Y,
S27-0919,"POT 14"" FANCY BOY TALL SUNPATIENS TROPICAL ROSE",Sunpatiens,combo,planter,combos,,premium,,,45.89,60,Y,
S27-1003,"POT 11"" PLAYLIST CHERRY LIME SPLASH",Zinnia,combo,,combos,,,,,24.05,108,Y,
S27-1008,"POT 11"" PLAYLIST FIESTA FUSION MIX",Zinnia,combo,,combos,,,,,24.13,108,Y,
S27-1005,"POT 11"" PLAYLIST LADY MARMALADE",Zinnia,combo,,combos,,,,,24.09,108,Y,
S27-1006,"POT 11"" PLAYLIST WATERMELON SUGAR",Zinnia,combo,,combos,,,,,24.18,108,Y,
S27-0450,"HB 10"" BEGONIA ICANDY INFERNO",Fern,straight,hb,perennials,,standard,,,18.16,86,,
S27-0558,"4.5"" HEUCHERA KIRA ARIZONA",Heuchera,straight,"4.5""",perennials,,value,,,31.83,20,Y,
S27-0559,"4.5"" HEUCHERA KIRA EVERGREEN FOREST",Heuchera,straight,"4.5""",perennials,,value,,,32,20,Y,
S27-0560,"4.5"" HEUCHERA KIRA GREEN TEA",Heuchera,straight,"4.5""",perennials,,standard,,,32.24,30,Y,
S27-0561,"4.5"" HEUCHERA KIRA JERSEY",Heuchera,straight,"4.5""",perennials,,value,,,32.01,20,Y,
S27-0562,"4.5"" HEUCHERA KIRA PURPLE RAIN FROST",Heuchera,straight,"4.5""",perennials,,premium,,,32.46,20,Y,
S27-0834,"4.5"" PHLOX GISELE HOT PINK",Phlox,straight,"4.5""",perennials,,standard,,,32.26,30,Y,
S27-0835,"4.5"" PHLOX GISELE LIGHT PINK + EYE",Phlox,straight,"4.5""",perennials,,premium,,,32.33,20,Y,
S27-0836,"4.5"" PHLOX GISELE PURPLE",Phlox,straight,"4.5""",perennials,,standard,,,32.19,30,Y,
S27-0837,"4.5"" PHLOX GISELE RED",Phlox,straight,"4.5""",perennials,,value,,,32.02,20,Y,
S27-0838,"4.5"" PHLOX GISELE WHITE",Phlox,straight,"4.5""",perennials,,value,,,32.01,20,Y,
S27-0001,"4.5"" CHENILLE FIRETAIL",Acalypha,straight,"4.5""",,,standard,,,32.2,50,Y,
S27-0002,"4.5"" AGERATUM MONARCH MAGIC",Ageratum,straight,"4.5""",,,standard,,,32.29,120,Y,
S27-0003,"4.5"" AJUGA BLACK SCALLOP",Ajuga,straight,"4.5""",,,value,,,31.56,20,Y,
S27-0004,"4.5"" AJUGA BURGUNDY GLOW",Ajuga,straight,"4.5""",,,premium,,,32.37,30,Y,
S27-0005,"4.5"" AJUGA PARROT PARADISE",Ajuga,straight,"4.5""",,,value,,,31.88,10,Y,
S27-0006,"4.5"" AJUGA PETITE PARAKEET",Ajuga,straight,"4.5""",,,value,,,31.88,10,Y,
S27-0008,"4.5"" AJUGA PRINCESS ELSA",Ajuga,straight,"4.5""",,,value,,,31.61,10,Y,
S27-0009,"4.5"" AJUGA PRINCESS LEIA",Ajuga,straight,"4.5""",,,value,,,31.88,10,Y,
S27-0010,"4.5"" AJUGA PRINCESS NADIA",Ajuga,straight,"4.5""",,,premium,,,32.52,10,Y,
S27-0007,"4.5"" AJUGA TROPICAL TOUCAN",Ajuga,straight,"4.5""",,,value,,,31.95,10,Y,
S27-0011,"6.5"" ALOCASIA GAGEANA CALIFORNIA",Alocasia,straight,"6.5""",,,value,,,9.22,360,,
S27-0012,"4.5"" ALTERNANTHERA LITTLE RUBY",Alternanthera,straight,"4.5""",,,standard,,,32.21,30,Y,
S27-0033,"4.5"" APTENIA GOLDEN CASCADE",Aptenia,straight,"4.5""",,,premium,,,32.76,90,Y,
S27-0034,"4.5"" ARGYRANTHEMUM LOLLIES BERRY GUMMY",Argyranthemum,straight,"4.5""",,,standard,,,32.08,20,Y,
S27-0035,"4.5"" ARGYRANTHEMUM LOLLIES BUTTERMINT",Argyranthemum,straight,"4.5""",,,standard,,,32.17,20,Y,
S27-0036,"4.5"" ARGYRANTHEMUM LOLLIES MARCHMALLOW",Argyranthemum,straight,"4.5""",,,,,,,10,Y,
S27-0037,"4.5"" ARGYRANTHEMUM LOLLIES PINK PEZ",Argyranthemum,straight,"4.5""",,,standard,,,32.13,20,Y,
S27-0038,"4.5"" ARGYRANTHEMUM LOLLIES WHITE CHOCOLATE",Argyranthemum,straight,"4.5""",,,value,,,31.68,10,Y,
S27-0039,"4.5"" FANCIFILLERS ARTEMESIA SEA SALT",Artemesia,straight,"4.5""",,,premium,,,32.58,30,Y,
S27-0040,"4.5"" SPRENGERI ASPARAGUS FERN",Asparagus Fern,straight,"4.5""",,,standard,,,32.09,242,,
S27-0041,"HB 10"" SPRENGERI BASKET",Asparagus Fern,straight,hb,,,standard,,,18.24,108,,
S27-0154,1801S RETAIL BELLIS BELLISIMA MIXTURE,Bellis,straight,,,,,,,,16,,
S27-0155,1801S RETAIL BELLIS BELLISIMA ROSE,Bellis,straight,,,,,,,,16,,
S27-0165,"6.5"" BRACTEANTHA SUNBRERO ORANGE",Bracteantha,straight,"6.5""",,,standard,,,32.12,96,Y,
S27-0166,"6.5"" BRACTEANTHA SUNBRERO PINK",Bracteantha,straight,"6.5""",,,standard,,,33.03,96,Y,
S27-0167,"6.5"" BRACTEANTHA SUNBRERO YELLOW",Bracteantha,straight,"6.5""",,,standard,,,32.14,96,Y,
S27-0168,"4.5"" CALADIUM CANDYLAND",Caladium,straight,"4.5""",,,premium,,,35.2,20,,
S27-0170,"4.5"" CALADIUM CAROUSEL",Caladium,straight,"4.5""",,,premium,,,35.2,20,,
S27-0173,"4.5"" CALADIUM FRECKLES",Caladium,straight,"4.5""",,,value,,,31.53,20,,
S27-0175,"4.5"" CALADIUM GINGERLAND",Caladium,straight,"4.5""",,,premium,,,35.2,20,,
S27-0176,"4.5"" CALADIUM MISS MUFFET",Caladium,straight,"4.5""",,,premium,,,35.2,20,,
S27-0178,"4.5"" CALADIUM SANGRIA",Caladium,straight,"4.5""",,,premium,,,35.2,20,,
S27-0179,"4.5"" CALADIUM SUNSET PINK",Caladium,straight,"4.5""",,,premium,,,35.2,20,,
S27-0180,"4.5"" CALADIUM WATER'S EDGE",Caladium,straight,"4.5""",,,premium,,,35.2,20,,
S27-0169,"6.5"" CALADIUM CAROLYN WHARTON",Caladium,straight,"6.5""",,,value,,,7.86,200,,
S27-0171,"6.5"" CALADIUM FIRE CHIEF",Caladium,straight,"6.5""",,,,,,,66,,
S27-0172,"6.5"" CALADIUM FLORIDA BEAUTY",Caladium,straight,"6.5""",,,value,,,8.6,199,,
S27-0174,"6.5"" CALADIUM FREIDA HEMPLE",Caladium,straight,"6.5""",,,standard,,,9.89,200,,
S27-0177,"6.5"" CALADIUM PINK CLOUD",Caladium,straight,"6.5""",,,value,,,8.72,200,,
S27-0181,"6.5"" CALADIUM WHITE CHRISTMAS",Caladium,straight,"6.5""",,,standard,,,9.61,200,,
S27-0182,"6.5"" CALADIUM WHITE QUEEN",Caladium,straight,"6.5""",,,standard,,,9.39,200,,
S27-0183,"4.5"" CALENDULA POWERDAISY BUTTERMILK",Calendula,straight,"4.5""",,,premium,,,32.36,20,Y,
S27-0184,"4.5"" CALENDULA POWERDAISY MANGO",Calendula,straight,"4.5""",,,standard,,,32.3,20,Y,
S27-0264,"6.5"" CALLA PACO",Calla,straight,"6.5""",,,standard,,,33.28,250,,
S27-0265,"6.5"" CALLAS QATAR",Calla,straight,"6.5""",,,,,,,250,,
S27-0266,"6.5"" CALLAS ROYAL PRINCESS",Calla,straight,"6.5""",,,standard,,,17.33,250,,
S27-0267,"6.5"" CALLAS SUN CLUB",Calla,straight,"6.5""",,,standard,,,19.73,250,,
S27-0270,"4.5"" CANNA CANNO BRONZE SCARLET",Canna,straight,"4.5""",,,,,,,90,,
S27-0268,"4.5"" CANNA CANNOVA BRONZE ORANGE",Canna,straight,"4.5""",,,premium,,,32.59,90,,
S27-0272,"4.5"" CANNA CANNOVA CASA BRONZE PEACH",Canna,straight,"4.5""",,,premium,,,32.84,40,,
S27-0273,"4.5"" CANNA CANNOVA GOLD LEOPARD",Canna,straight,"4.5""",,,premium,,,32.72,50,,
S27-0275,"4.5"" CANNA CANNOVA RED GOLD FLAME",Canna,straight,"4.5""",,,premium,,,32.52,70,,
S27-0277,"4.5"" CANNA CANNOVA ROSE",Canna,straight,"4.5""",,,standard,,,32.32,70,,
S27-0279,"4.5"" CANNA CANNOVA YELLOW",Canna,straight,"4.5""",,,standard,,,32.21,70,,
S27-0269,"6.5"" CANNA CANNOVA BRONZE ORANGE",Canna,straight,"6.5""",,,value,,,9.22,288,,
S27-0271,"6.5"" CANNA CANNOVA BRONZE SCARLET",Canna,straight,"6.5""",,,standard,,,14.28,288,,
S27-0274,"6.5"" CANNA CANNOVA GOLD LEOPARD",Canna,straight,"6.5""",,,value,,,8.83,288,,
S27-0276,"6.5"" CANNA CANNOVA RED GOLD FLAME",Canna,straight,"6.5""",,,standard,,,9.29,288,,
S27-0278,"6.5"" CANNA CANNOVA ROSE",Canna,straight,"6.5""",,,value,,,9.16,288,,
S27-0280,"6.5"" CANNA CANNOVA YELLOW",Canna,straight,"6.5""",,,value,,,9.13,288,,
S27-0281,"6.5"" CANNA CLEOPATRA",Canna,straight,"6.5""",,,value,,,9.21,128,,
S27-0282,"6.5"" CANNA TROPICANNA",Canna,straight,"6.5""",,,,,,,96,,
S27-0287,"6.5"" CLEOME LAVENDER DREAMS",Cleome,straight,"6.5""",,,standard,,,32.09,200,Y,
S27-0349,"6.5"" COLOCASIA ALOHA",Colocasia,straight,"6.5""",,,value,,,8.85,72,,
S27-0350,"6.5"" COLOCASIA BLACK RUFFLES",Colocasia,straight,"6.5""",,,value,,,9.13,210,,
S27-0351,"6.5"" COLOCASIA FONTANESII",Colocasia,straight,"6.5""",,,value,,,8.73,210,,
S27-0352,"6.5"" COLOCASIA HAWAIIAN PUNCH",Colocasia,straight,"6.5""",,,value,,,9.2,210,,
S27-0353,"6.5"" COLOCASIA ILLUSTRIS",Colocasia,straight,"6.5""",,,value,,,9.12,72,,
S27-0354,"6.5"" COLOCASIA KONA COFFEE",Colocasia,straight,"6.5""",,,standard,,,9.38,210,,
S27-0355,"6.5"" COLOCASIA MAUI GOLD",Colocasia,straight,"6.5""",,,value,,,9.16,72,,
S27-0356,"6.5"" COLOCASIA MAUI SUNRISE",Colocasia,straight,"6.5""",,,standard,,,9.49,72,,
S27-0357,"6.5"" COLOCASIA MOJITO",Colocasia,straight,"6.5""",,,value,,,9.02,210,,
S27-0358,"6.5"" COLOCASIA TEA CUP",Colocasia,straight,"6.5""",,,value,,,9.2,210,,
S27-0359,"6.5"" COLOCASIA WAIKIKI",Colocasia,straight,"6.5""",,,standard,,,9.3,210,,
S27-0381,"6.5"" CRASPEDIA SOLAR POP",Craspedia,straight,"6.5""",,,premium,,,33.89,162,,
S27-0382,"4.5"" CUPHEA CHERRYBELLS",Cuphea,straight,"4.5""",,,value,,,31.96,60,Y,
S27-0383,"4.5"" CUPHEA ENCHANTIA LAVENDER",Cuphea,straight,"4.5""",,,value,,,32.05,50,Y,
S27-0384,"4.5"" CUPHEA ENCHANTIA PURPLE",Cuphea,straight,"4.5""",,,standard,,,32.07,40,Y,
S27-0385,"4.5"" CUPHEA ENCHANTIA WHITE",Cuphea,straight,"4.5""",,,value,,,31.75,30,Y,
S27-0386,"4.5"" CUPHEA FIRECRACKER",Cuphea,straight,"4.5""",,,standard,,,32.09,70,Y,
S27-0387,"4.5"" CUPHEA HONEYBELLS",Cuphea,straight,"4.5""",,,value,,,31.73,70,Y,
S27-0388,"4.5"" CUPHEA SUGARBELLS",Cuphea,straight,"4.5""",,,value,,,31.9,40,Y,
S27-0389,"4.5"" CYPERUS CLEOPATRA",Cyperus,straight,"4.5""",,,premium,,,32.35,70,Y,
S27-0430,"4.5"" DICHONDRA SILVER FALLS",Dichondra,straight,"4.5""",,,value,,,31.12,314,Y,
S27-0431,"4.5"" DIDELTA SILVER STRAND",Didelta,straight,"4.5""",,,premium,,,33.17,30,,
S27-0432,"4.5"" DOROTHEANTHUS MEZOO",Dorotheanthus,straight,"4.5""",,,standard,,,32.19,318,Y,
S27-0433,"4.5"" DOUBLE IMPATIENS MUSICA BICOLOR DARK RED",Double Impatiens,straight,"4.5""",,,,,,,50,Y,
S27-0434,"4.5"" DOUBLE IMPATIENS MUSICA BICOLOR PINK",Double Impatiens,straight,"4.5""",,,,,,,40,Y,
S27-0435,"4.5"" DOUBLE IMPATIENS MUSICA ELECTRIC PURPLE",Double Impatiens,straight,"4.5""",,,,,,,40,Y,
S27-0436,"4.5"" DOUBLE IMPATIENS MUSICA ELEGANT RED",Double Impatiens,straight,"4.5""",,,,,,,40,Y,
S27-0437,"4.5"" DOUBLE IMPATIENS MUSICA PINK AROMA",Double Impatiens,straight,"4.5""",,,,,,,50,Y,
S27-0442,"4.5"" EUCALYPTUS BABY BLUE BOUQUET",Eucalyptus,straight,"4.5""",,,premium,,,32.37,58,,
S27-0443,"4.5"" EUCALYPTUS LEMON BUSH",Eucalyptus,straight,"4.5""",,,standard,,,32.25,20,,
S27-0444,"4.5"" EUCALYPTUS SILVER DOLLAR",Eucalyptus,straight,"4.5""",,,standard,,,32.3,20,,
S27-0445,"4.5"" EUCALYPTUS STYX",Eucalyptus,straight,"4.5""",,,standard,,,32.2,20,,
S27-0446,"4.5"" EUPHORBIA STARDUST SUPERFLASH",Euphorbia,straight,"4.5""",,,standard,,,32.24,190,,
S27-0447,"4.5"" EUPHORBIA STARDUST WHITE SPARKLE",Euphorbia,straight,"4.5""",,,,,,,50,,
S27-0448,"4.5"" EVOLVULUS BLUE DAZE",Evolvulus,straight,"4.5""",,,,,,,20,Y,
S27-0449,"4.5"" FELICITY FELICIA BLUE",Felicia,straight,"4.5""",,,value,,,30.75,90,Y,
S27-0466,"4.5"" GAURA BELLEZA COMPACT LIGHT PINK",Gaura,straight,"4.5""",,,value,,,31.77,30,Y,
S27-0467,"4.5"" GAURA BELLEZA EARLY WHITE",Gaura,straight,"4.5""",,,value,,,31.82,30,Y,
S27-0546,"4.5"" GERBERA COLORBLOOM BICOLOR ORANGE YELLOW",Gerbera,straight,"4.5""",,,standard,,,32.16,112,,
S27-0547,"4.5"" GERBERA COLORBLOOM BICOLOR RED WHITE",Gerbera,straight,"4.5""",,,standard,,,32.12,84,,
S27-0548,"4.5"" GERBERA COLORBLOOM WATERMELON WITH DARK EYE",Gerbera,straight,"4.5""",,,value,,,31.97,56,,
S27-0549,"4.5"" GERBERA COLORBLOOM WHITE WITH DARK EYE",Gerbera,straight,"4.5""",,,standard,,,32.32,56,,
S27-0550,"4.5"" GERBERA COLORBLOOM YELLOW WITH LIGHT EYE",Gerbera,straight,"4.5""",,,,,,,112,,
S27-0551,"6.5"" GOMPHRENA PING PONG PURPLE",Gomphrena,straight,"6.5""",,,premium,,,34.82,114,,
S27-0552,"4.5"" HELICHRYSUM LICORICE PETITE",Helichrysum,straight,"4.5""",,,,,,,40,,
S27-0553,"4.5"" HELICHRYSUM SILVER RIBBON",Helichrysum,straight,"4.5""",,,standard,,,32.26,30,,
S27-0554,"4.5"" HELICHRYSUM SILVER STITCH",Helichrysum,straight,"4.5""",,,standard,,,32.11,30,,
S27-0555,"4.5"" HELICHRYSUM SILVER THREADS",Helichrysum,straight,"4.5""",,,premium,,,32.97,20,,
S27-0556,"4.5"" HELICHRYSUM SILVER YARNS",Helichrysum,straight,"4.5""",,,standard,,,32.27,20,,
S27-0557,"4.5"" HELIOTROPE MARINO BLUE",Heliotrope,straight,"4.5""",,,premium,,,32.49,30,Y,
S27-0580,"4.5"" IVY ALGERIAN TROPICAL BLIZZARD",Ivy,straight,"4.5""",,,,,,,400,,
S27-0574,"4.5"" IVY GOLDEN INGE",Ivy,straight,"4.5""",,,,,,,400,Y,
S27-0575,"4.5"" IVY HARLEQUIN",Ivy,straight,"4.5""",,,,,,,600,,
S27-0576,"4.5"" IVY HEDERA GLACIER",Ivy,straight,"4.5""",,,,,,,800,Y,
S27-0577,"4.5"" IVY HEDERA GOLDCHILD",Ivy,straight,"4.5""",,,,,,,700,,
S27-0578,"4.5"" IVY HEDERA MARY BETH",Ivy,straight,"4.5""",,,,,,,1200,,
S27-0581,"4.5"" IVY HEDERA WHITE RIPPLE",Ivy,straight,"4.5""",,,,,,,400,,
S27-0582,"4.5"" IVY HEDERA YELLOW RIPPLE",Ivy,straight,"4.5""",,,,,,,400,,
S27-0583,"4.5"" IVY MINI ESTER",Ivy,straight,"4.5""",,,,,,,400,,
S27-0579,"HB 10"" GERANIUM MOJO SALMON",Ivy,straight,hb,,,,,,,339,,
S27-0585,"4.5"" GRASS CAREX AMAZON MIST",Juncus,straight,"4.5""",,,,,,,480,Y,
S27-0586,"4.5"" GRASS CAREX RED ROOSTER",Juncus,straight,"4.5""",,,,,,,480,,
S27-0584,"4.5"" JUNCUS BLUE ARROW",Juncus,straight,"4.5""",,,standard,,,32.28,56,,
S27-0588,"4.5"" JUNCUS TWISTED ARROWS",Juncus,straight,"4.5""",,,value,,,31.52,56,,
S27-0589,"4.5"" JUNCUS TWISTER",Juncus,straight,"4.5""",,,value,,,31.83,112,,
S27-0587,72 CELL BIG TWISTER,Juncus,straight,flat,,,,,,,35,,
S27-0624,"4.5"" LOBULARIA EASY BREEZY PINK",Lobularia,straight,"4.5""",,,standard,,,32.19,30,Y,
S27-0625,"4.5"" LOBULARIA EASY BREEZY PURPLE",Lobularia,straight,"4.5""",,,value,,,31.94,30,Y,
S27-0626,"4.5"" LOBULARIA EASY BREEZY WHITE",Lobularia,straight,"4.5""",,,value,,,31.89,50,Y,
S27-0627,"4.5"" LYSIMACHIA CREEPING JENNY",Lysimachia,straight,"4.5""",,,value,,,31.83,840,Y,
S27-0628,"4.5"" LYSIMACHIA CREEPING JENNY",Lysimachia,straight,"4.5""",,,value,,,31.83,157,Y,
S27-0629,"4.5"" LYSIMACHIA MIDNIGHT SUN",Lysimachia,straight,"4.5""",,,standard,,,32.3,30,Y,
S27-0638,"4.5"" MUEHLENBECKIA WIRE VINE (SOUTH SHELF)",Muehlenbeckia,straight,"4.5""",,,,,,,382,Y,
S27-0702,"4.5"" OXALIS SUNSET VELVET",Oxalis,straight,"4.5""",,,,,,,20,,
S27-0762,"4.5"" PURPLE FOUNTAIN GRASS",Pennisetum,straight,"4.5""",,,premium,,,32.75,72,,
S27-0763,"4.5"" PENTAS LUCKY STAR DARK RED",Pentas,straight,"4.5""",,,value,,,32.03,90,,
S27-0764,"4.5"" PENTAS LUCKY STAR LIPSTICK",Pentas,straight,"4.5""",,,standard,,,32.08,90,,
S27-0765,"4.5"" PENTAS LUCKY STAR PINK",Pentas,straight,"4.5""",,,value,,,30.92,90,,
S27-0766,"4.5"" PENTAS LUCKY STAR VIOLET",Pentas,straight,"4.5""",,,value,,,32.04,90,,
S27-0767,"4.5"" PENTAS LUCKY STAR WHITE",Pentas,straight,"4.5""",,,value,,,31.33,90,,
S27-0839,"4.5"" PLECTRANTHUS GUACAMOLE",Plectranthus,straight,"4.5""",,,standard,,,32.16,60,Y,
S27-0840,"4.5"" PLECTRANTHUS LEMON TWIST",Plectranthus,straight,"4.5""",,,standard,,,32.18,30,Y,
S27-0841,"4.5"" PLECTRANTHUS NICO",Plectranthus,straight,"4.5""",,,premium,,,32.33,30,Y,
S27-0842,"4.5"" PLECTRANTHUS NICOLETTE",Plectranthus,straight,"4.5""",,,value,,,31.77,30,Y,
S27-0843,"4.5"" PLECTRANTHUS VARIEGATA",Plectranthus,straight,"4.5""",,,standard,,,32.3,30,Y,
S27-0856,"4.5"" PRIMULA DANOVA BICOLOR MIX",Primula,straight,"4.5""",,,,,,,210,Y,
S27-0857,"4.5"" PRIMULA DANOVA LIGHT VIOLET",Primula,straight,"4.5""",,,,,,,140,Y,
S27-0858,"4.5"" PRIMULA DANOVA PINK",Primula,straight,"4.5""",,,,,,,140,Y,
S27-0859,"4.5"" PRIMULA DANOVA YELLOW WITH EYE",Primula,straight,"4.5""",,,,,,,140,Y,
S27-0860,"BOWL 8"" PRIMULA DANOVA MIX",Primula,straight,planter,,,value,,,10.06,25,Y,
S27-0861,"BOWL 8"" PRIMULA TOUCH ME MIDI MIX",Primula,straight,planter,,,value,,,10,25,,
S27-0862,"4.5"" RANUNCULUS MACHE BICOLOR MIX",Ranunculus,straight,"4.5""",,,standard,,,32.29,140,,
S27-0863,"4.5"" RANUNCULUS MACHE PINK",Ranunculus,straight,"4.5""",,,premium,,,32.34,140,,
S27-0864,"4.5"" RANUNCULUS MACHE PURPLE",Ranunculus,straight,"4.5""",,,standard,,,32.29,140,,
S27-0865,"4.5"" RANUNCULUS MACHE ROSE",Ranunculus,straight,"4.5""",,,standard,,,32.25,140,,
S27-0866,"4.5"" RANUNCULUS MACHE YELLOW",Ranunculus,straight,"4.5""",,,standard,,,32.29,140,,
