sku,legacy_sku,name,kind,genus,category,size,tier,planned,price,pack,needs_image,needs_culture,needs_price,needs_tier,needs_category,needs_size,mixed_combo_review,gap_count
S27-0345,AN11DCOM006,"POT 11"" FANCY BOY COLEUS AMPED UP",combo,Coleus,combos,,,52,21.93,1,1,,,1,,1,,3
S27-0372,,"HB 16"" SPRING COMBO BLUERIFFIC",combo,Combo,combos,hb,,52,,1,1,,1,1,,,,3
S27-0855,AN10HBPOR004,"HB 10"" PORTULACA RIOGRANDE MAGENTA 26",straight,Portulaca,color_annuals,hb,,51,16.75,1,1,1,,1,,,,3
S27-0019,AN04ANG004,"4.5"" ANGELONIA ANGELISSA ROSE",straight,Angelonia,color_annuals,"4.5""",,50,31.94,10,1,1,,1,,,,3
S27-0028,AN04ANG010,"4.5"" ANGELONIA ARCHANGEL RUBY SANGRIA",straight,Angelonia,color_annuals,"4.5""",,50,31.85,10,1,1,,1,,,,3
S27-0042,AN04BAC001,"4.5"" BACOPA MECACOPA BLUE",straight,Bacopa,color_annuals,"4.5""",,50,31.17,10,1,1,,1,,,,3
S27-0045,AN04BAC004,"4.5"" BACOPA MEGACOPA WHITE",straight,Bacopa,color_annuals,"4.5""",,50,31.72,10,1,1,,1,,,,3
S27-0247,,"4.5"" CALIBRACHOA MINIFAMOUS UNO DARK BLUE",straight,Calibrachoa,color_annuals,"4.5""",,50,32.2,10,1,1,,1,,,,3
S27-0288,AN04COL042,"4.5"" COLEUS BURGUNDY WEDDING TRAIN",straight,Coleus,color_annuals,"4.5""",,50,31.6,10,1,1,,1,,,,3
S27-0318,AN04COL024,"4.5"" COLEUS MAIN STREET BOURBON STREET",straight,Coleus,color_annuals,"4.5""",,50,31.63,10,1,1,,1,,,,3
S27-0320,AN04COL025,"4.5"" COLEUS MAIN STREET BROAD STREET",straight,Coleus,color_annuals,"4.5""",,50,31.77,10,1,1,,1,,,,3
S27-0323,AN04COL026,"4.5"" COLEUS MAIN STREET LA RAMBLA",straight,Coleus,color_annuals,"4.5""",,50,32.42,10,1,1,,1,,,,3
S27-0325,AN04COL029,"4.5"" COLEUS MAIN STREET OCEAN DRIVE",straight,Coleus,color_annuals,"4.5""",,50,32.07,10,1,1,,1,,,,3
S27-0326,AN04COL030,"4.5"" COLEUS MAIN STREET OXFORD STREET",straight,Coleus,color_annuals,"4.5""",,50,30.69,10,1,1,,1,,,,3
S27-0328,AN04COL027,"4.5"" COLEUS MAIN STREET RIVER WALK",straight,Coleus,color_annuals,"4.5""",,50,31.96,10,1,1,,1,,,,3
S27-0451,AN04FUC001,"4.5"" FUCHSIA BALLERINA ARABESQUE",straight,Fuchsia,color_annuals,"4.5""",,50,32.07,10,1,1,,1,,,,3
S27-0453,AN04FUC007,"4.5"" FUCHSIA BALLERINA BALANCE",straight,Fuchsia,color_annuals,"4.5""",,50,32.02,10,1,1,,1,,,,3
S27-0605,AN04LAN010,"4.5"" LANTANA SHAMROCK LAVENDER",straight,Lantana,color_annuals,"4.5""",,50,31.58,10,1,1,,1,,,,3
S27-0634,AN04MAR002,"4.5"" MARIGOLD MILLI VANILLI",straight,Marigold,color_annuals,"4.5""",,50,32.02,10,1,1,,1,,,,3
S27-0653,AN04NGI003,"4.5"" NEW GUINEA IMPATIENS PETTICOAT LAVENDER",straight,New Guinea Impatiens,color_annuals,"4.5""",,50,33.44,10,1,1,,1,,,,3
S27-0657,AN04NGI005,"4.5"" NEW GUINEA IMPATIENS PETTICOAT PINK PUNCH",straight,New Guinea Impatiens,color_annuals,"4.5""",,50,34.29,10,1,1,,1,,,,3
S27-0658,AN04NGI006,"4.5"" NEW GUINEA IMPATIENS PETTICOAT PURPLE",straight,New Guinea Impatiens,color_annuals,"4.5""",,50,33.22,10,1,1,,1,,,,3
S27-0670,AN04NGI003,"4.5"" NEW GUINEA IMPATIENS PETTICOAT LAVENDER",straight,New Guinea Impatiens,color_annuals,"4.5""",,50,33.44,10,1,1,,1,,,,3
S27-0674,AN04NGI005,"4.5"" NEW GUINEA IMPATIENS PETTICOAT PINK PUNCH",straight,New Guinea Impatiens,color_annuals,"4.5""",,50,34.29,10,1,1,,1,,,,3
S27-0675,AN04NGI006,"4.5"" NEW GUINEA IMPATIENS PETTICOAT PURPLE",straight,New Guinea Impatiens,color_annuals,"4.5""",,50,33.22,10,1,1,,1,,,,3
S27-0714,,1801L LANDSCAPE PANSY DELTA PRO BLOTCH MIX,straight,Pansy,color_annuals,flat,,50,11.12,1,1,1,,1,,,,3
S27-0810,AN10HBWPT003,"HB 10"" EASY WAVE PETUNIA IGLOO PARTY",straight,Petunia,color_annuals,hb,,50,11.64,1,1,1,,1,,,,3
S27-0850,AN04POR004,"4.5"" PORTULACA PAZZAZZ NANO SCARLET TWIST",straight,Portulaca,color_annuals,"4.5""",,50,31.91,10,1,1,,1,,,,3
S27-0851,AN04POR005,"4.5"" PORTULACA PAZZAZZ NANO TROPICAL PUNCH",straight,Portulaca,color_annuals,"4.5""",,50,32.1,10,1,1,,1,,,,3
S27-0852,AN04POR006,"4.5"" PORTULACA PAZZAZZ NANO YELLOW",straight,Portulaca,color_annuals,"4.5""",,50,32.07,10,1,1,,1,,,,3
S27-0854,AN10HBPOR003,"HB 10"" PORTULACA RIOGRANDE FROSTED STRAWBERRY",straight,Portulaca,color_annuals,hb,,50,16.74,1,1,1,,1,,,,3
S27-0870,AN04SAL005,"4.5"" SALVIA MYSTICAL WHITE",straight,Salvia,color_annuals,"4.5""",,50,32.35,10,1,1,,1,,,,3
S27-0077,AN04BEG017,"4.5"" BEGONIA GROOVY MELLOW YELLOW",straight,Begonia,color_annuals,"4.5""",,48,32.2,10,1,1,,1,,,,3
S27-0084,AN04BEG021,"4.5"" BEGONIA GROOVY WHITE",straight,Begonia,color_annuals,"4.5""",,48,32.12,10,1,1,,1,,,,3
S27-0111,AN04BEG022,"4.5"" BEGONIA NONSTOP FLAME",straight,Begonia,color_annuals,"4.5""",,48,31.88,10,1,1,,1,,,,3
S27-0112,AN04BEG023,"4.5"" BEGONIA NONSTOP JOY MOCCA ROSE",straight,Begonia,color_annuals,"4.5""",,48,31.75,10,1,1,,1,,,,3
S27-0114,AN04BEG024,"4.5"" BEGONIA NONSTOP JOY MOCCA WHITE",straight,Begonia,color_annuals,"4.5""",,48,31.95,10,1,1,,1,,,,3
S27-0115,AN04BEG025,"4.5"" BEGONIA NONSTOP JOY ORANGE",straight,Begonia,color_annuals,"4.5""",,48,31.76,10,1,1,,1,,,,3
S27-0117,AN04BEG026,"4.5"" BEGONIA NONSTOP JOY RED",straight,Begonia,color_annuals,"4.5""",,48,31.79,10,1,1,,1,,,,3
S27-0119,AN04BEG027,"4.5"" BEGONIA NONSTOP JOY ROSE PICOTEE",straight,Begonia,color_annuals,"4.5""",,48,33.45,10,1,1,,1,,,,3
S27-0743,AN12BPA001,"BOWL 12"" PANSY SPRING MATRIX CLEAR MIX",straight,Pansy,color_annuals,planter,,48,16.07,1,1,1,,1,,,,3
S27-0748,AN12BPA002,"BOWL 12"" PANSY SPRING MATRIX DAFFODIL MIX",straight,Pansy,color_annuals,planter,,48,16.08,1,1,1,,1,,,,3
S27-0092,AN10HBBEG015,"HB 10"" BEGONIA ICANDY VANILLA CREAM",straight,Begonia,color_annuals,hb,,46,18.17,1,1,1,,1,,,,3
S27-0967,AN04VIN007,"4.5"" VINCA TITAN BLUEBERRY",straight,Vinca,color_annuals,"4.5""",,45,32.47,10,1,1,,1,,,,3
S27-0968,AN04VIN002,"4.5"" VINCA TATTOO RASPBERRY",straight,Vinca,color_annuals,"4.5""",,45,32.26,10,1,1,,1,,,,3
S27-0966,AN04VIN001,"4.5"" VINCA TATTOO BLACK CHERRY",straight,Vinca,color_annuals,"4.5""",,44,32.28,10,1,1,,1,,,,3
S27-0969,AN04VIN003,"4.5"" VINCA TATTOO TANGERINE",straight,Vinca,color_annuals,"4.5""",,44,30.97,10,1,1,,1,,,,3
S27-0975,AN04VIN011,"4.5"" VINCA TITAN-IUM APRICOT",straight,Vinca,color_annuals,"4.5""",,43,33.66,10,1,1,,1,,,,3
S27-0976,AN04VIN012,"4.5"" VINCA TITAN-IUM BLUSH",straight,Vinca,color_annuals,"4.5""",,43,33.04,10,1,1,,1,,,,3
S27-0977,AN04VIN013,"4.5"" VINCA TITAN-IUM REALLY RED",straight,Vinca,color_annuals,"4.5""",,43,32.69,10,1,1,,1,,,,3
S27-0978,AN04VIN014,"4.5"" VINCA TITAN-IUM WHITE",straight,Vinca,color_annuals,"4.5""",,43,33.14,10,1,1,,1,,,,3
S27-0755,AN10HBPAN004,"HB 10"" PANSY TOP WAVE MARINA",straight,Pansy,color_annuals,hb,,41,11.28,1,1,1,,1,,,,3
S27-0758,AN10HBPAN005,"HB 10"" PANSY TOP WAVE PURPLE SUNBURST",straight,Pansy,color_annuals,hb,,41,11.37,1,1,1,,1,,,,3
S27-0759,,"HB 10"" PANSY TOP WAVE PURPLE WHITE",straight,Pansy,color_annuals,hb,,41,11.25,1,1,1,,1,,,,3
S27-0043,AN04BAC002,"4.5"" BACOPA MEGACOPA DARK PINK",straight,Bacopa,color_annuals,"4.5""",,40,32.21,10,1,1,,1,,,,3
S27-0044,AN04BAC003,"4.5"" BACOPA MEGACOPA PLUM",straight,Bacopa,color_annuals,"4.5""",,40,32.07,10,1,1,,1,,,,3
S27-0193,AN04CAL006,"4.5"" CALIBRACHOA CABARET BRIGHT WHITE",straight,Calibrachoa,color_annuals,"4.5""",,40,32.36,10,1,1,,1,,,,3
S27-0195,AN04CAL007,"4.5"" CALIBRACHOA CABARET DEEP YELLOW",straight,Calibrachoa,color_annuals,"4.5""",,40,32.21,10,1,1,,1,,,,3
S27-0296,AN04COL009,"4.5"" COLEUS DOWN TOWN SANTA MONICA",straight,Coleus,color_annuals,"4.5""",,40,32.23,10,1,1,,1,,,,3
S27-0297,AN04COL010,"4.5"" COLEUS DOWN TOWN VEGAS NEON",straight,Coleus,color_annuals,"4.5""",,40,32.04,10,1,1,,1,,,,3
S27-0322,AN04COL028,"4.5"" COLEUS MAIN STREET FRANKLIN STREET",straight,Coleus,color_annuals,"4.5""",,40,32.11,10,1,1,,1,,,,3
S27-0327,AN04COL031,"4.5"" COLEUS MAIN STREET PORTAGE AVENUE",straight,Coleus,color_annuals,"4.5""",,40,31.1,10,1,1,,1,,,,3
S27-0330,AN04COL032,"4.5"" COLEUS MAIN STREET RUBY ROAD",straight,Coleus,color_annuals,"4.5""",,40,31.91,10,1,1,,1,,,,3
S27-0331,AN04COL033,"4.5"" COLEUS MAIN STREET VENICE BOULEVARD",straight,Coleus,color_annuals,"4.5""",,40,32.17,10,1,1,,1,,,,3
S27-0342,AN04COL038,"4.5"" COLEUS STAINED GLASSWORKS PRESIDIO",straight,Coleus,color_annuals,"4.5""",,40,31.99,10,1,1,,1,,,,3
S27-0452,AN04FUC002,"4.5"" FUCHSIA BALLERINA ASSEMBLE",straight,Fuchsia,color_annuals,"4.5""",,40,32.06,10,1,1,,1,,,,3
S27-0454,AN04FUC003,"4.5"" FUCHSIA BALLERINA BRISE",straight,Fuchsia,color_annuals,"4.5""",,40,32.17,10,1,1,,1,,,,3
S27-0455,AN04FUC004,"4.5"" FUCHSIA BALLERINA JETE",straight,Fuchsia,color_annuals,"4.5""",,40,32.08,10,1,1,,1,,,,3
S27-0456,AN04FUC008,"4.5"" FUCHSIA BALLERINA PIQUE",straight,Fuchsia,color_annuals,"4.5""",,40,31.87,10,1,1,,1,,,,3
S27-0457,AN04FUC005,"4.5"" FUCHSIA BALLERINA PIROUETTE",straight,Fuchsia,color_annuals,"4.5""",,40,32.11,10,1,1,,1,,,,3
S27-0458,AN04FUC006,"4.5"" FUCHSIA BALLERINA ROYALE",straight,Fuchsia,color_annuals,"4.5""",,40,32.19,10,1,1,,1,,,,3
S27-0462,AN04FUC009,"4.5"" FUCHSIA UPRIGHT AUTUMNALE",straight,Fuchsia,color_annuals,"4.5""",,40,31.96,10,1,1,,1,,,,3
S27-0463,AN04FUC010,"4.5"" FUCHSIA UPRIGHT FIRECRACKER",straight,Fuchsia,color_annuals,"4.5""",,40,32.13,10,1,1,,1,,,,3
S27-0464,AN04FUC011,"4.5"" FUCHSIA UPRIGHT GARTENMEISTER",straight,Fuchsia,color_annuals,"4.5""",,40,31.73,10,1,1,,1,,,,3
S27-0468,AN04GER001,"4.5"" GERANIUM BIG EEZE PINK BATIK",straight,Geranium,color_annuals,"4.5""",,40,32.17,10,1,1,,1,,,,3
S27-0604,AN04LAN009,"4.5"" LANTANA SHAMROCK BUTTERSCOTCH GLOW",straight,Lantana,color_annuals,"4.5""",,40,31.69,10,1,1,,1,,,,3
S27-0621,AN04LOB002,"4.5"" LOBELIA HEATOPIA LAVENDER",straight,Lobelia,color_annuals,"4.5""",,40,32.37,10,1,1,,1,,,,3
S27-0623,AN04LOB005,"4.5"" LOBELIA HEATOPIA WHITE",straight,Lobelia,color_annuals,"4.5""",,40,32.33,10,1,1,,1,,,,3
S27-0651,AN04NGI001,"4.5"" NEW GUINEA IMPATIENS PETTICOAT CHERRY BLOSSOM",straight,New Guinea Impatiens,color_annuals,"4.5""",,40,33.44,10,1,1,,1,,,,3
S27-0654,AN04NGI008,"4.5"" NEW GUINEA IMPATIENS PETTICOAT MANGO SWIRL",straight,New Guinea Impatiens,color_annuals,"4.5""",,40,33.34,10,1,1,,1,,,,3
S27-0668,AN04NGI001,"4.5"" NEW GUINEA IMPATIENS PETTICOAT CHERRY BLOSSOM",straight,New Guinea Impatiens,color_annuals,"4.5""",,40,33.44,10,1,1,,1,,,,3
S27-0672,AN04NGI009,"4.5"" NEW GUINEA IMPATIENS PETTICOAT ORANGE ORCHID",straight,New Guinea Impatiens,color_annuals,"4.5""",,40,34.09,10,1,1,,1,,,,3
S27-0771,AN04PET002,"4.5"" PETUNIA BLUERIFIC",straight,Petunia,color_annuals,"4.5""",,40,32.6,10,1,1,,1,,,,3
S27-0797,AN04PET030,"4.5"" PETUNIA DURABLOOM ELECTRIC LILAC",straight,Petunia,color_annuals,"4.5""",,40,32.36,10,1,1,,1,,,,3
S27-0798,AN04PET031,"4.5"" PETUNIA DURABLOOM HOT PINK",straight,Petunia,color_annuals,"4.5""",,40,34.16,10,1,1,,1,,,,3
S27-0802,AN04PET034,"4.5"" PETUNIA DURABLOOM ROYAL PINK",straight,Petunia,color_annuals,"4.5""",,40,32.03,10,1,1,,1,,,,3
S27-0803,AN04PET035,"4.5"" PETUNIA DURABLOOM WATERMELON",straight,Petunia,color_annuals,"4.5""",,40,32.38,10,1,1,,1,,,,3
S27-0827,AN04PET055,"4.5"" PETUNIA STARLET LIGHT PINK",straight,Petunia,color_annuals,"4.5""",,40,32.31,10,1,1,,1,,,,3
S27-0848,AN04POR001,"4.5"" PORTULACA PAZZAZZ NANO FUCHSIA",straight,Portulaca,color_annuals,"4.5""",,40,31.93,10,1,1,,1,,,,3
S27-0849,AN04POR002,"4.5"" PORTULACA PAZZAZZ NANO ORANGE TWIST",straight,Portulaca,color_annuals,"4.5""",,40,32.15,10,1,1,,1,,,,3
S27-0853,AN04POR007,"4.5"" PORTULACA PAZZAZZ PURPLE",straight,Portulaca,color_annuals,"4.5""",,40,32.14,10,1,1,,1,,,,3
S27-0883,AN04SCA006,"4.5"" SCAEVOLA SURDIVA PURPLE",straight,Scaevola,color_annuals,"4.5""",,40,32.27,10,1,1,,1,,,,3
S27-0943,AN04VER001,"4.5"" VERBENA BEATS BLUE",straight,Verbena,color_annuals,"4.5""",,40,32.43,10,1,1,,1,,,,3
S27-0944,AN04VER002,"4.5"" VERBENA BEATS LAVENDER STAR",straight,Verbena,color_annuals,"4.5""",,40,32.47,10,1,1,,1,,,,3
S27-0945,AN04VER003,"4.5"" VERBENA BEATS PINK SHADES",straight,Verbena,color_annuals,"4.5""",,40,32.57,10,1,1,,1,,,,3
S27-0946,AN04VER004,"4.5"" VERBENA BEATS PURPLE WHITE",straight,Verbena,color_annuals,"4.5""",,40,32.41,10,1,1,,1,,,,3
S27-0947,AN04VER005,"4.5"" VERBENA BEATS RED",straight,Verbena,color_annuals,"4.5""",,40,32.3,10,1,1,,1,,,,3
S27-0948,,"4.5"" VERBENA BEATS RED WHITE",straight,Verbena,color_annuals,"4.5""",,40,32.5,10,1,1,,1,,,,3
S27-0685,AN08COM011,"8"" BLOOM BUDDY OSTEOSPERMUM  4D BLUE ICE",straight,Osteospermum,color_annuals,hb,,33,10.98,1,1,1,,1,,,,3
S27-0688,,"8"" BLOOM BUDDY OSTEOSPERMUM  4D PINK LEMONADE",straight,Osteospermum,color_annuals,hb,,33,11.09,1,1,1,,1,,,,3
S27-0690,AN08COM012,"8"" BLOOM BUDDY OSTEOSPERMUM 4D SUNBURST",straight,Osteospermum,color_annuals,hb,,33,10.98,1,1,1,,1,,,,3
S27-0698,AN08COM013,"8"" BLOOM BUDDY OSTEOSPERMUM ZION BLUE DENIM",straight,Osteospermum,color_annuals,hb,,33,11.64,1,1,1,,1,,,,3
S27-0699,AN08COM014,"8"" BLOOM BUDDY OSTEOSPERMUM ZION COPPER AMETBYST",straight,Osteospermum,color_annuals,hb,,33,11.36,1,1,1,,1,,,,3
S27-0701,AN08COM015,"8"" BLOOM BUDDY OSTEOSPERMUM ZION PINK ORBIT",straight,Osteospermum,color_annuals,hb,,33,11.14,1,1,1,,1,,,,3
S27-0720,,1801L LANDSCAPE PANSY DELTA PRO LAVENDER BLUE SHADES,straight,Pansy,color_annuals,flat,,33,11.89,1,1,1,,1,,,,3
S27-0723,,1801L LANDSCAPE PANSY DELTA PRO MARINA,straight,Pansy,color_annuals,flat,,31,11.73,1,1,1,,1,,,,3
S27-0051,AN04BEG004,"4.5"" BEGONIA BACIO WHITE",straight,Begonia,color_annuals,"4.5""",,30,34.03,10,1,1,,1,,,,3
S27-0072,AN04BEG015,"4.5"" BEGONIA FIRST KISS LA LUNA",straight,Begonia,color_annuals,"4.5""",,30,33.24,10,1,1,,1,,,,3
S27-0156,AN04BID001,"4.5"" BIDENS BEE PINK BUZZ",straight,Bidens,color_annuals,"4.5""",,30,32.42,10,1,1,,1,,,,3
S27-0157,AN04BID002,"4.5"" BIDENS BEE POPSTAR RED",straight,Bidens,color_annuals,"4.5""",,30,32.17,10,1,1,,1,,,,3
S27-0158,AN04BID003,"4.5"" BIDENS BEE SPICY ELECTRIC WHITE",straight,Bidens,color_annuals,"4.5""",,30,32.79,10,1,1,,1,,,,3
S27-0159,AN04BID004,"4.5"" BIDENS BEE SUPER STAR",straight,Bidens,color_annuals,"4.5""",,30,32.22,10,1,1,,1,,,,3
S27-0160,AN04BID005,"4.5"" BIDENS BEE SWEETIE",straight,Bidens,color_annuals,"4.5""",,30,32.15,10,1,1,,1,,,,3
S27-0161,AN04BID006,"4.5"" BIDENS BEE TIGER",straight,Bidens,color_annuals,"4.5""",,30,32.05,10,1,1,,1,,,,3
S27-0188,AN04CAL004,"4.5"" CALIBRACHOA CABARET BRIGHT ORANGE",straight,Calibrachoa,color_annuals,"4.5""",,30,31.96,10,1,1,,1,,,,3
S27-0189,AN04CAL005,"4.5"" CALIBRACHOA CABARET BRIGHT RED",straight,Calibrachoa,color_annuals,"4.5""",,30,32.24,10,1,1,,1,,,,3
S27-0197,AN04CAL009,"4.5"" CALIBRACHOA CABARET HOT PINK 26",straight,Calibrachoa,color_annuals,"4.5""",,30,31.91,10,1,1,,1,,,,3
S27-0198,AN04CAL010,"4.5"" CALIBRACHOA CABARET LAVENDER",straight,Calibrachoa,color_annuals,"4.5""",,30,32.32,10,1,1,,1,,,,3
S27-0201,AN04CAL013,"4.5"" CALIBRACHOA CABARET LIGHT PINK",straight,Calibrachoa,color_annuals,"4.5""",,30,32.03,10,1,1,,1,,,,3
S27-0203,,"4.5"" CALIBRACHOA CABARET MIDNIGHT KISS",straight,Calibrachoa,color_annuals,"4.5""",,30,32.36,10,1,1,,1,,,,3
S27-0204,AN04CAL015,"4.5"" CALIBRACHOA CABARET NEON ROSE",straight,Calibrachoa,color_annuals,"4.5""",,30,32.27,10,1,1,,1,,,,3
S27-0212,AN04CAL021,"4.5"" CALIBRACHOA LIA ABSTRACT LEMON CHERRY",straight,Calibrachoa,color_annuals,"4.5""",,30,32.34,10,1,1,,1,,,,3
S27-0213,AN04CAL022,"4.5"" CALIBRACHOA LIA CHILI PEPPER",straight,Calibrachoa,color_annuals,"4.5""",,30,32.62,10,1,1,,1,,,,3
S27-0217,,"4.5"" CALIBRACHOA MINIFAMOUS EVO DOUBLE LIGHT BLUE",straight,Calibrachoa,color_annuals,"4.5""",,30,32.19,10,1,1,,1,,,,3
S27-0218,AN04CAL032,"4.5"" CALIBRACHOA MINIFAMOUS EVO DOUBLE MAGENTA",straight,Calibrachoa,color_annuals,"4.5""",,30,32.1,10,1,1,,1,,,,3
S27-0219,,"4.5"" CALIBRACHOA MINIFAMOUS EVO DOUBLE RED",straight,Calibrachoa,color_annuals,"4.5""",,30,32.19,10,1,1,,1,,,,3
S27-0220,,"4.5"" CALIBRACHOA MINIFAMOUS EVO DOUBLE WHITE",straight,Calibrachoa,color_annuals,"4.5""",,30,32.19,10,1,1,,1,,,,3
S27-0225,AN04CAL052,"4.5"" CALIBRACHOA MINIFAMOUS NEO DARK BLUE",straight,Calibrachoa,color_annuals,"4.5""",,30,32.38,10,1,1,,1,,,,3
S27-0229,,"4.5"" CALIBRACHOA MINIFAMOUS NEO DEEP YELLOW",straight,Calibrachoa,color_annuals,"4.5""",,30,31.82,10,1,1,,1,,,,3
S27-0240,AN04CAL047,"4.5"" CALIBRACHOA MINIFAMOUS NEO SALMON PINK+EYE",straight,Calibrachoa,color_annuals,"4.5""",,30,31.84,10,1,1,,1,,,,3
S27-0248,AN04CAL031,"4.5"" CALIBRACHOA MINIFAMOUS UNO DOUBLE LIGHT PINK 26",straight,Calibrachoa,color_annuals,"4.5""",,30,32.24,10,1,1,,1,,,,3
S27-0290,AN04COL002,"4.5"" COLEUS CHARGEDUP CAMPFIRE",straight,Coleus,color_annuals,"4.5""",,30,32.6,10,1,1,,1,,,,3
S27-0293,AN04COL005,"4.5"" COLEUS CHARGEDUP MARBLEMANIA",straight,Coleus,color_annuals,"4.5""",,30,32.18,10,1,1,,1,,,,3
S27-0294,AN04COL006,"4.5"" COLEUS CHARGEDUP VULCAN",straight,Coleus,color_annuals,"4.5""",,30,32.31,10,1,1,,1,,,,3
S27-0295,AN04COL008,"4.5"" COLEUS DOWN TOWN GREENVILLE",straight,Coleus,color_annuals,"4.5""",,30,32.17,10,1,1,,1,,,,3
S27-0301,AN04COL043,"4.5"" COLEUS GREAT FALLS ANGEL",straight,Coleus,color_annuals,"4.5""",,30,31.36,10,1,1,,1,,,,3
S27-0302,AN04COL044,"4.5"" COLEUS GREAT FALLS IGUAZU",straight,Coleus,color_annuals,"4.5""",,30,31.72,10,1,1,,1,,,,3
S27-0304,AN04COL046,"4.5"" COLEUS GREAT FALLS ROSE GOLD",straight,Coleus,color_annuals,"4.5""",,30,29.52,10,1,1,,1,,,,3
S27-0305,AN04COL013,"4.5"" COLEUS IGNITE COPPERHEAD",straight,Coleus,color_annuals,"4.5""",,30,32.31,10,1,1,,1,,,,3
S27-0306,AN04COL014,"4.5"" COLEUS IGNITE HEARTBREAKER",straight,Coleus,color_annuals,"4.5""",,30,31.88,10,1,1,,1,,,,3
S27-0308,AN04COL016,"4.5"" COLEUS IGNITE SPECIAL EFFECTS",straight,Coleus,color_annuals,"4.5""",,30,32.07,10,1,1,,1,,,,3
S27-0335,AN04COL036,"4.5"" COLEUS PARTYTIME LIME",straight,Coleus,color_annuals,"4.5""",,30,31.93,10,1,1,,1,,,,3
S27-0336,AN04COL037,"4.5"" COLEUS RUBY PUNCH",straight,Coleus,color_annuals,"4.5""",,30,32.21,10,1,1,,1,,,,3
S27-0341,AN04COL040,"4.5"" COLEUS STAINED GLASSWORKS LE FREAK",straight,Coleus,color_annuals,"4.5""",,30,32.09,10,1,1,,1,,,,3
S27-0343,AN04COL047,"4.5"" COLEUS TRAILBLAZER GLORY ROAD",straight,Coleus,color_annuals,"4.5""",,30,32.06,10,1,1,,1,,,,3
S27-0348,AN04COL051,"4.5"" COLEUS VOLCANICA WASABI",straight,Coleus,color_annuals,"4.5""",,30,31.88,10,1,1,,1,,,,3
S27-0396,,"4.5"" DAHLIA YELLOW BICOLOR",straight,Dahlia,color_annuals,"4.5""",,30,31.19,10,1,1,,1,,,,3
S27-0469,AN04GER004,"4.5"" GERANIUM BROCADE CHERRY NIGHT",straight,Geranium,color_annuals,"4.5""",,30,32.1,10,1,1,,1,,,,3
S27-0560,AN04HEU003,"4.5"" HEUCHERA KIRA GREEN TEA",straight,Heuchera,perennials,"4.5""",,30,32.24,10,1,1,,1,,,,3
S27-0564,AN04IPO001,"4.5"" IPOMOEA SWEET GEORGIA BRONZE",straight,Ipomoea,color_annuals,"4.5""",,30,33.86,10,1,1,,1,,,,3
S27-0620,,"4.5"" LOBELIA HEATOPIA BLUE SKY",straight,Lobelia,color_annuals,"4.5""",,30,32.26,10,1,1,,1,,,,3
S27-0655,AN04NGI004,"4.5"" NEW GUINEA IMPATIENS PETTICOAT NEON NIGHT",straight,New Guinea Impatiens,color_annuals,"4.5""",,30,33.89,10,1,1,,1,,,,3
S27-0671,AN04NGI004,"4.5"" NEW GUINEA IMPATIENS PETTICOAT NEON NIGHT",straight,New Guinea Impatiens,color_annuals,"4.5""",,30,33.89,10,1,1,,1,,,,3
S27-0769,AN04PET001,"4.5"" PETUNIA AMAZONAS PLUM COCKATOO",straight,Petunia,color_annuals,"4.5""",,30,31.64,10,1,1,,1,,,,3
S27-0774,,"4.5"" PETUNIA CAPELLA FUCHSIA LACE",straight,Petunia,color_annuals,"4.5""",,30,32.46,10,1,1,,1,,,,3
S27-0775,AN04PET005,"4.5"" PETUNIA CAPELLA HELLO YELLOW",straight,Petunia,color_annuals,"4.5""",,30,34.05,10,1,1,,1,,,,3
S27-0776,AN04PET006,"4.5"" PETUNIA CAPELLA INDIGO",straight,Petunia,color_annuals,"4.5""",,30,32.55,10,1,1,,1,,,,3
S27-0777,AN04PET007,"4.5"" PETUNIA CAPELLA MULBERRY",straight,Petunia,color_annuals,"4.5""",,30,32.43,10,1,1,,1,,,,3
S27-0778,AN04PET008,"4.5"" PETUNIA CAPELLA NEON PINK",straight,Petunia,color_annuals,"4.5""",,30,32.3,10,1,1,,1,,,,3
S27-0779,AN04PET009,"4.5"" PETUNIA CAPELLA PINK LACE",straight,Petunia,color_annuals,"4.5""",,30,33.11,10,1,1,,1,,,,3
S27-0780,AN04PET010,"4.5"" PETUNIA CAPELLA ROSE",straight,Petunia,color_annuals,"4.5""",,30,32.5,10,1,1,,1,,,,3
S27-0781,,"4.5"" PETUNIA CAPELLA RUBY RED",straight,Petunia,color_annuals,"4.5""",,30,32.44,10,1,1,,1,,,,3
S27-0783,AN04PET013,"4.5"" PETUNIA CAPELLA WHITE",straight,Petunia,color_annuals,"4.5""",,30,32.24,10,1,1,,1,,,,3
S27-0784,AN04PET014,"4.5"" PETUNIA CASCADIAS FANTASY HOT PINK",straight,Petunia,color_annuals,"4.5""",,30,32.33,10,1,1,,1,,,,3
S27-0785,AN04PET015,"4.5"" PETUNIA CASCADIAS LILAC FROST",straight,Petunia,color_annuals,"4.5""",,30,32.8,10,1,1,,1,,,,3
S27-0786,AN04PET016,"4.5"" PETUNIA CASCADIAS PITAYA",straight,Petunia,color_annuals,"4.5""",,30,32.33,10,1,1,,1,,,,3
S27-0799,AN04PET037,"4.5"" PETUNIA DURABLOOM MAGENTA HALO",straight,Petunia,color_annuals,"4.5""",,30,32.5,10,1,1,,1,,,,3
